open_time,open,high,low,close,volume,close_time,qoute_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735819200000000,3471.18000000,3481.13000000,3469.84000000,3471.74000000,6860.70700000,1735820999999999,23843153.06234300,35734,4175.98640000,14512397.82032800,0
1735821000000000,3471.74000000,3481.14000000,3465.93000000,3480.48000000,4853.28320000,1735822799999999,16866540.00151700,28327,2428.41350000,8439679.82813900,0
1735822800000000,3480.48000000,3484.40000000,3459.44000000,3468.53000000,11069.05890000,1735824599999999,38417668.23462100,47403,4383.16020000,15211665.24215600,0
1735824600000000,3468.53000000,3474.48000000,3461.00000000,3465.85000000,6427.36750000,1735826399999999,22283899.50539500,41214,2449.85840000,8493868.13931900,0
1735826400000000,3465.86000000,3467.49000000,3440.38000000,3462.58000000,14282.18100000,1735828199999999,49307028.26150300,69446,6963.84800000,24036350.27769100,0
1735828200000000,3462.58000000,3509.99000000,3459.68000000,3495.19000000,34185.37260000,1735829999999999,119101201.91215000,211830,19044.56230000,66359794.29999700,0
1735830000000000,3495.15000000,3496.26000000,3457.88000000,3469.55000000,12871.60270000,1735831799999999,44775714.47819800,152870,5371.32220000,18685512.44288400,0
1735831800000000,3469.54000000,3472.00000000,3456.52000000,3463.51000000,9568.38510000,1735833599999999,33139497.93757300,83213,4401.66330000,15247625.09110500,0
1735833600000000,3463.52000000,3484.46000000,3448.60000000,3480.53000000,12192.88500000,1735835399999999,42297124.80411500,87817,5515.41300000,19132214.02566400,0
1735835400000000,3480.53000000,3491.19000000,3468.18000000,3469.54000000,7878.83080000,1735837199999999,27430660.59625500,65887,4423.87240000,15406406.01558700,0
1735837200000000,3469.54000000,3478.95000000,3462.51000000,3463.39000000,5428.56420000,1735838999999999,18842791.35571100,66436,1917.64450000,6658035.33704800,0
1735839000000000,3463.38000000,3463.52000000,3428.99000000,3450.46000000,13895.64470000,1735840799999999,47873887.83541900,113900,7016.81210000,24169252.48149500,0
1735840800000000,3450.42000000,3463.00000000,3440.21000000,3458.69000000,5317.94300000,1735842599999999,18362620.50494400,47832,2910.79490000,10050408.15278200,0
1735842600000000,3458.69000000,3465.53000000,3449.00000000,3465.24000000,5379.84600000,1735844399999999,18602880.80504700,47737,3145.58850000,10877929.00618900,0
1735844400000000,3465.23000000,3474.69000000,3460.84000000,3470.65000000,5512.47950000,1735846199999999,19113974.27798000,47364,2710.74060000,9402092.65168700,0
1735846200000000,3470.65000000,3470.65000000,3459.13000000,3463.18000000,3518.89160000,1735847999999999,12193138.55289500,51892,1552.76290000,5379762.01108300,0
1735848000000000,3463.18000000,3475.28000000,3463.18000000,3468.78000000,3102.96070000,1735849799999999,10762775.17452700,44590,1510.99950000,5241446.49858900,0
1735849800000000,3468.78000000,3470.55000000,3452.04000000,3453.00000000,4127.94340000,1735851599999999,14277599.56802500,56463,1652.62670000,5716764.15898200,0
1735851600000000,3453.00000000,3455.93000000,3443.01000000,3452.96000000,4005.03800000,1735853399999999,13813577.13713400,34498,1670.52940000,5761059.10847400,0
1735853400000000,3452.97000000,3455.14000000,3448.00000000,3454.20000000,2449.69580000,1735855199999999,8454635.92272000,31011,1423.12240000,4911601.49504100,0
1735855200000000,3454.20000000,3454.20000000,3421.79000000,3434.78000000,5882.98060000,1735856999999999,20215230.66263800,43788,2341.45540000,8045214.62089700,0
1735857000000000,3434.82000000,3444.19000000,3432.28000000,3440.61000000,3214.73220000,1735858799999999,11052641.66168600,26804,1662.14600000,5714722.99570700,0
1735858800000000,3440.60000000,3451.48000000,3437.49000000,3450.81000000,5180.09820000,1735860599999999,17838260.90934400,38131,2810.50150000,9679950.38935100,0
1735860600000000,3450.80000000,3456.99000000,3448.00000000,3455.67000000,2391.07090000,1735862399999999,8254995.26782400,26056,1231.90970000,4253375.20535600,0
1735862400000000,3455.68000000,3466.30000000,3446.75000000,3462.83000000,4491.89530000,1735864199999999,15518700.81931600,36829,2090.12120000,7223770.78562200,0
1735864200000000,3462.83000000,3466.54000000,3447.79000000,3449.22000000,2495.30740000,1735865999999999,8624288.63026600,36306,1306.45940000,4515879.62313600,0
1735866000000000,3449.22000000,3458.50000000,3442.62000000,3458.50000000,2897.59400000,1735867799999999,9995614.30127400,31434,1602.35270000,5528321.37074200,0
1735867800000000,3458.50000000,3465.59000000,3449.40000000,3464.83000000,4187.21770000,1735869599999999,14479329.09812700,33261,2433.83150000,8417751.62266800,0
1735869600000000,3464.83000000,3477.03000000,3460.50000000,3474.95000000,5653.61790000,1735871399999999,19620553.02025200,34348,4087.34210000,14184781.32129000,0
1735871400000000,3474.95000000,3474.95000000,3457.04000000,3457.95000000,3837.84530000,1735873199999999,13302192.18551100,18680,2153.17690000,7463628.46751800,0
1735873200000000,3457.96000000,3463.52000000,3456.02000000,3460.01000000,2792.09570000,1735874999999999,9659984.91433300,20458,1781.95260000,6165072.57916800,0
1735875000000000,3460.01000000,3472.89000000,3458.60000000,3470.16000000,4021.70860000,1735876799999999,13938973.99346300,17897,2397.14180000,8307370.54808300,0
1735876800000000,3470.17000000,3470.94000000,3460.39000000,3461.79000000,2302.84410000,1735878599999999,7982795.33756900,17925,1058.92060000,3670381.44999200,0
1735878600000000,3461.78000000,3462.97000000,3456.00000000,3458.38000000,2418.60790000,1735880399999999,8366684.26414200,22087,993.05230000,3435018.24916000,0
1735880400000000,3458.39000000,3460.51000000,3444.81000000,3449.08000000,3180.95560000,1735882199999999,10981033.42879600,29898,1252.43820000,4323925.15281100,0
1735882200000000,3449.09000000,3457.20000000,3446.72000000,3455.98000000,2098.03830000,1735883999999999,7243636.75684900,20955,1076.82630000,3718030.24076000,0
1735884000000000,3455.98000000,3461.51000000,3446.61000000,3449.01000000,3207.71060000,1735885799999999,11077989.82862700,25235,1157.00010000,3997511.18933700,0
1735885800000000,3449.01000000,3452.47000000,3442.00000000,3442.60000000,2859.65820000,1735887599999999,9860274.27750100,23616,1046.18680000,3607541.80066100,0
1735887600000000,3442.59000000,3444.40000000,3433.00000000,3435.73000000,5967.75130000,1735889399999999,20523787.46664600,32618,1589.43710000,5466060.47765100,0
1735889400000000,3435.72000000,3441.10000000,3432.44000000,3433.27000000,4399.16950000,1735891199999999,15117891.01845700,23330,2383.60450000,8191333.15617900,0
1735891200000000,3433.27000000,3442.51000000,3430.24000000,3431.53000000,5277.42160000,1735892999999999,18128797.60415900,22421,2432.93860000,8358628.24456900,0
1735893000000000,3431.54000000,3436.11000000,3423.44000000,3430.20000000,4586.43420000,1735894799999999,15728869.30179800,35143,1874.39620000,6429146.32413800,0
1735894800000000,3430.20000000,3446.42000000,3429.11000000,3444.57000000,4222.70810000,1735896599999999,14522874.97670700,36640,2414.08670000,8302538.28961500,0
1735896600000000,3444.58000000,3450.85000000,3441.12000000,3443.62000000,4196.71020000,1735898399999999,14463116.89190700,29072,2193.27030000,7558738.88253500,0
